image,caption,lengths,new_caption
1332815795_8eea44375e.jpg,A baby wearing all white swinging on a swing .,10,baby wearing all white swinging on swing .
1332823164_c70a5d930e.jpg,A girl standing in the ocean,6,girl standing in the ocean .
1333888922_26f15c18c3.jpg,A child swings and the sunshine shines down on her .,11,child swings and the sunshine shines down on her .
1334892555_1beff092c3.jpg,The girls are playing with foam swords .,8,the girls are playing with foam swords .
1335617803_4fbc03dab0.jpg,Two boys in blue shirts wearing backpacks .,8,two boys in blue shirts wearing backpacks .
1337792872_d01a390b33.jpg,A girls walks down the road holding a teddy bear .,11,girls walks down the road holding teddy bear .
1338523142_57fce8229b.jpg,A backpacker walks down a rocky mountain .,8,backpacker walks down rocky mountain .
133905560_9d012b47f3.jpg,Two beige dogs are playing in the snow .,9,two beige dogs are playing in the snow .
1339596997_8ac29c1841.jpg,three females wearing head scarves standing together,7,three females wearing head scarves standing together .
1341787777_4f1ebb1793.jpg,A dog drinking from a creek .,7,dog drinking from creek .
1342766791_1e72f92455.jpg,A boy pushing another boy up a pole .,9,boy pushing another boy up pole .
1342780478_bacc32344d.jpg,A well-dressed man in the street .,7,well-dressed man in the street .
1343426964_cde3fb54e8.jpg,A young kid at the beach .,7,young kid at the beach .
1346051107_9cdc14e070.jpg,A man stands by a wall playing a saxophone .,10,man stands by wall playing saxophone .
1346529555_e916816cfe.jpg,A dog retrieves a golf ball .,7,dog retrieves golf ball .
134724228_30408cd77f.jpg,Two women walking on an outdoor trail .,8,two women walking on an outdoor trail .
1347519824_e402241e4f.jpg,Some young adults are wearing green foam statute of liberty crowns .,12,some young adults are wearing green foam statute of liberty crowns .
1348113612_5bfc5f429e.jpg,A dog swims in a pool .,7,dog swims in pool .
1348304997_afe60a61df.jpg,a girl jumps on the trampoline .,7,girl jumps on the trampoline .
1348891916_ebd4413033.jpg,Brown dog running through shallow water .,7,brown dog running through shallow water .
134894450_dadea45d65.jpg,a shirtless man jumps over a log .,8,shirtless man jumps over log .
1348947380_14f0fc1237.jpg,a man walks his dog near the ocean .,9,man walks his dog near the ocean .
1348957576_c4a78eb974.jpg,Two people sitting beside a few small boats .,9,two people sitting beside few small boats .
1350811702_2ce7cfd0c5.jpg,Children fishing off a bridge,5,children fishing off bridge .
1350948838_fdebe4ff65.jpg,A black dog jumping into a large pool .,9,black dog jumping into large pool .
1351315701_6580b51c41.jpg,A black and a white dog are running on the grass .,12,black and white dog are running on the grass .
1351764581_4d4fb1b40f.jpg,A firefighter extinguishes a fire under the hood of a car .,12,firefighter extinguishes fire under the hood of car .
135235570_5698072cd4.jpg,A man in a field backed by american flags .,10,man in field backed by american flags .
1352398363_9cc8ffcce9.jpg,A boy is covered with marker .,7,boy is covered with marker .
1352410176_af6b139734.jpg,A young girl balances on wooden pylons at the beach .,11,young girl balances on wooden pylons at the beach .
1354318519_2f9baed754.jpg,A baby is laughing .,5,baby is laughing .
1355450069_c0675b0706.jpg,A man is climbing up a wall,7,man is climbing up wall .
1355703632_5683a4b6fb.jpg,Kids playing softball .,4,kids playing softball .
1355833561_9c43073eda.jpg,A child is being thrown in the air playfully .,10,child is being thrown in the air playfully .
1355935187_2c99648138.jpg,White dog leaving blue-striped tent .,6,white dog leaving blue-striped tent .
1355945307_f9e01a9a05.jpg,Man driving race car number 7 .,7,man driving race car number seven .
1356543628_c13ebe38fb.jpg,A girl in a forest carrying camping gear,8,girl in forest carrying camping gear .
1356796100_b265479721.jpg,a girl peeks through the green leaves .,8,girl peeks through the green leaves .
1357689954_72588dfdc4.jpg,Boy climbing a rock wall .,6,boy climbing rock wall .
1357724865_4faf4e1418.jpg,A man is standing in water near a waterfall .,10,man is standing in water near waterfall .
1357753846_6185e26040.jpg,A black dog crossing a stream,6,black dog crossing stream .
1358089136_976e3d2e30.jpg,A boy sand surfing down a hill,7,boy sand surfing down hill .
1358892595_7a37c45788.jpg,The dog is carrying a toy through the grass .,10,the dog is carrying toy through the grass .
1359101233_16c2c150e3.jpg,The dog in the red vest runs in the field .,11,the dog in the red vest runs in the field .
1361420539_e9599c60ae.jpg,A black dog is running in the grass .,9,black dog is running in the grass .
1362128028_8422d53dc4.jpg,kids play in a blue tub full of water outside,10,kids play in blue tub full of water outside .
1363843090_9425d93064.jpg,A black dog retrieves a cloth from a streambed .,10,black dog retrieves cloth from streambed .
1363924449_487f0733df.jpg,A boy holds his hands on his head .,9,boy holds his hands on his head .
136552115_6dc3e7231c.jpg,The bike rider jumps off a rock .,8,the bike rider jumps off rock .
136639119_6040b00946.jpg,A person is rock climbing .,6,person is rock climbing .
136644343_0e2b423829.jpg,A boy swinging on a tire-swing .,7,boy swinging on tire-swing .
136644885_f7d2bbf546.jpg,A woman is crossing a rope bridge .,8,woman is crossing rope bridge .
1368338041_6b4077ca98.jpg,Three dogs on a sidewalk .,6,three dogs on sidewalk .
1368383637_614646cc4a.jpg,People stand inside a windowed structure .,7,people stand inside windowed structure .
136886677_6026c622eb.jpg,Two men paddling a canoe down a narrow stream .,10,two men paddling canoe down narrow stream .
1370615506_2b96105ca3.jpg,The Wine Shop,3,the wine shop .
1370773415_967b1ffde1.jpg,A man and a woman standing outside a restaurant .,10,man and woman standing outside restaurant .
1377668044_36398401dd.jpg,A dog leaps for a stick held by a man .,11,dog leaps for stick held by man .
1378557186_4bd1da6834.jpg,"A man , a gun , and a dog .",10,"man , gun , and dog ."
1379026456_153fd8b51b.jpg,Man sitting with headphones at a laptop .,8,man sitting with headphones at laptop .
1383698008_8ac53ed7ec.jpg,A snowboarder jumps through the air on a snowy hill .,11,snowboarder jumps through the air on snowy hill .
1383840121_c092110917.jpg,A brown dog laying on a blue cover .,9,brown dog laying on blue cover .
1384292980_4022a7520c.jpg,Two women walking .,4,two women walking .
1386251841_5f384a0fea.jpg,A woman looking at clothing on a mannequins .,9,woman looking at clothing on mannequins .
1386964743_9e80d96b05.jpg,A child in a field .,6,child in field .
138705546_be7a6845dd.jpg,Two girls looking out over a lake towards a man fishing .,12,two girls looking out over lake towards man fishing .
138718600_f430ebca17.jpg,Two women sitting in the grass with their bikes behind them .,12,two women sitting in the grass with their bikes behind them .
1387443857_602ab6f9bf.jpg,An old man sits .,5,an old man sits .
1387461595_2fe6925f73.jpg,men are standing beside a stonesign,6,men are standing beside stonesign .
1387785218_cee67735f5.jpg,A little girl pushing a baby doll stroller,8,little girl pushing baby doll stroller .
1388346434_524d0b6dfa.jpg,Man leaning on ledge of a balcony .,8,man leaning on ledge of balcony .
1388373425_3c72b56639.jpg,A woman with a backpack sitting outside a building with others .,12,woman with backpack sitting outside building with others .
1388970365_162edcceb4.jpg,Two black dogs and one brown dog in tall grass .,11,two black dogs and one brown dog in tall grass .
1389264266_8170bc1c54.jpg,Two girls walking down the street .,7,two girls walking down the street .
1389323170_d1c81d6b51.jpg,The woman sat on a green bench and had a drink .,12,the woman sat on green bench and had drink .
1389651420_8d95d8f6ed.jpg,A little boy is standing in line for go-karts .,10,little boy is standing in line for go-karts .
1390268323_2c8204e91c.jpg,Two children in swim trunks climb through a car,9,two children in swim trunks climb through car .
1392272228_cf104086e6.jpg,A dog retrieves a branch from on a beach .,10,dog retrieves branch from on beach .
1394368714_3bc7c19969.jpg,A dog waits as his owner rummages through a collection of stuff .,13,dog waits as his owner rummages through collection of stuff .
1394396709_65040d97ab.jpg,A dog retrieving in the water .,7,dog retrieving in the water .
1394599090_fe0ba238f0.jpg,A father and a child are playing in the pool,10,father and child are playing in the pool .
1394620454_bf708cc501.jpg,A man posing in a rocky area,7,man posing in rocky area .
1394927474_0afdd82fc4.jpg,A boy with a green balloon is standing outside of a large building .,14,boy with green balloon is standing outside of large building .
1396064003_3fd949c9dd.jpg,A person upside down on a water board .,9,person upside down on water board .
1396703063_e8c3687afe.jpg,A man with a hat is walking,7,man with hat is walking .
1397295388_8a5b6b525d.jpg,People are waiting to get their luggage .,8,people are waiting to get their luggage .
1397887419_e798697b93.jpg,The dogs are running through the yard .,8,the dogs are running through the yard .
1397923690_d3bf1f799e.jpg,A person skis down a snowy hill .,8,person skis down snowy hill .
1398606571_f543f7698a.jpg,Girl with innertube in water,5,girl with innertube in water .
1398613231_18de248606.jpg,A man and a small girl floating on an innertube .,11,man and small girl floating on an innertube .
1398873613_7e3174dd6c.jpg,Two men on a boat .,6,two men on boat .
1400424834_1c76e700c4.jpg,A woman standing by a wire fence on a sidewalk .,11,woman standing by wire fence on sidewalk .
1401961581_76921a75c5.jpg,A child is in a harness with onlookers .,9,child is in harness with onlookers .
1402640441_81978e32a9.jpg,Kid guards face from soccer ball,6,kid guards face from soccer ball .
1402641725_5e027ecaa7.jpg,Four children playing on a sand dune .,8,four children playing on sand dune .
1402843760_d30f1dbf0f.jpg,a dog trots through the grass .,7,dog trots through the grass .
1402859872_0fc8cf8108.jpg,A boy high-fives a mannequin .,6,boy high-fives mannequin .
1403414927_5f80281505.jpg,Grey and black dogs running away down forest path,9,grey and black dogs running away down forest path .
140377584_12bdbdf2f8.jpg,A man rock-climbing,3,man rock-climbing .
140430106_2978fda105.jpg,A lean dog runs along the beach .,8,lean dog runs along the beach .
1404832008_68e432665b.jpg,a man in a harness being dragged across the water,10,man in harness being dragged across the water .
1405221276_21634dcd58.jpg,Two dogs shaking themselves dry on the sand .,9,two dogs shaking themselves dry on the sand .
140526326_da07305c1c.jpg,The man has just finished hiking up a rock,9,the man has just finished hiking up rock .
140526327_3cb984de09.jpg,A man rock climbing near the ocean .,8,man rock climbing near the ocean .
1406010299_5755339f08.jpg,A young boy in a pirate outfit is near the docks,11,young boy in pirate outfit is near the docks .
1408958345_68eea9a4e4.jpg,There is a little girl running on the beach .,10,there is little girl running on the beach .
1410193619_13fff6c875.jpg,Woman sitting on a red couch inside the house .,10,woman sitting on red couch inside the house .
141139674_246c0f90a1.jpg,A boy hits a baseball with the bat .,9,boy hits baseball with the bat .
141140165_9002a04f19.jpg,a little league player points to another player .,9,little league player points to another player .
1412832223_99e8b4701a.jpg,A girl jumping in sand .,6,girl jumping in sand .
1413956047_c826f90c8b.jpg,Three are standing on a mountain .,7,three are standing on mountain .
1414779054_31946f9dfc.jpg,A boy jumping off of a cement block .,9,boy jumping off of cement block .
1414820925_3504c394e1.jpg,Athletic man spiking volleyball .,5,athletic man spiking volleyball .
1415591512_a84644750c.jpg,A girl in boots is active in the grass .,10,girl in boots is active in the grass .
1417031097_ab656bc4bd.jpg,People on an amusement park ride .,7,people on an amusement park ride .
1417295167_5299df6db8.jpg,The man holds a drink and uses his cellphone .,10,the man holds drink and uses his cellphone .
141755290_4b954529f3.jpg,The lady is selling freshly squeezed lemonade .,8,the lady is selling freshly squeezed lemonade .
141755292_7a0b3364cf.jpg,Two young people serve food .,6,two young people serve food .
1417637704_572b4d6557.jpg,Two children peek out .,5,two children peek out .
1417882092_c94c251eb3.jpg,Two male spectators,3,two male spectators .
1417941060_2a0f7908bc.jpg,A baby plays with a young boys face .,9,baby plays with young boys face .
1418019748_51c7d59c11.jpg,An older man in a baseball cap,7,an older man in baseball cap .
